word	word.ipa	freq.count
amazing	ə m ej z ɪ ŋ	4167
star	s t ɑ ɹ	4149
accident	æ k s ə d ɛ n	4146
imagine	ɪ m æ dʒ ɪ n	4133
doc	d ɑ k	4122
ought	ɒ ʔ	4118
pleasure	p l ɛ ʒ ɚ	4118
list	ʎ ɪ s t	4110
rich	ɹ ɪ tʃ	4100
calls	kʰ ɒ ɫ z	4097
jimmy	dʒ ɪ mʲ i	4091
service	s ɝ vʲ ɪ s	4076
entire	ɪ n tʰ aj ɹ	4070
difference	dʲ ɪ f ɹ n̩ s	4066
judge	dʒ ɐ dʒ	4063
ice	aj s	4057
lawyer	l ɔj ɹ	4055
fat	f æ t	4051
alright	ɑ ɫ ɹ aj t	4044
instead	ɪ n s t ɛ d	4043
age	ej dʒ	4039
station	s t ej ʃ n̩	4033
realize	ɹ i ə l aj z	4032
gold	ɡ ow ɫ d	4026
j	dʒ ej	4026
seat	s iː t	4018
liked	l aj k t	4017
hundred	h ɐ n ɹ ə d	4015
summer	s ɐ m ɚ	4012
dollars	d ɑ l ɚ z	3998
standing	s t æ n dʲ ɪ ŋ	3994
angel	ej n dʒ ə ɫ	3992
mess	m ɛ s	3985
chief	tʃ iː f	3973
killing	cʰ ɪ ʎ ɪ ŋ	3965
radio	ɹ ej dʲ i ow	3936
hungry	h ɐ ɲ ɟ ɹ i	3931
problems	p ɹ ɑ b l ə m z	3931
marriage	m ɛ ɹ ɪ dʒ	3930
brain	b ɹ ej n	3928
soul	s ow ɫ	3925
forgive	f ɚ ɟ ɪ v	3917
drunk	d ɹ ɐ ŋ k	3904
deep	dʲ iː p	3896
figured	fʲ ɪ ɟ ʊ ɹ d	3893
likes	l aj k s	3889
girlfriend	ɡ ɝ ɫ f ɹ ɛ n d	3881
folks	f ow k s	3878
slow	s l ow	3877
private	p ɹ aj vʲ ɪ t	3874
during	d ʊ ɹ ɪ n	3872
ed	ɛ d	3858
attack	ə tʰ æ k	3853
beer	bʲ ɪ ɹ	3850
definitely	d ɛ f ɲ ɪ ʎ i	3848
stopped	s t ɑ ʔ	3844
partner	pʰ ɑ ɹ t n ɚ	3836
walking	w ɒ c ɪ ŋ	3826
area	ɛ ɹ i ə	3821
dangerous	d ej n dʒ ɚ ə s	3817
offer	ɒ f ɚ	3810
scene	s iː n	3807
third	θ ɝ ɾ	3801
upset	ɐ p s ɛ t	3800
bus	b ɐ s	3783
owe	ow	3782
shoes	ʃ ʉː z	3782
driving	d ɹ aj vʲ ɪ n	3780
group	ɡ ɹ ʉː p	3762
kick	cʰ ɪ k	3744
evil	iː v ə ɫ	3731
joey	dʒ ow i	3727
joke	dʒ ow k	3724
fell	f ɛ ɫ	3723
truck	tʃ ɹ ɐ k	3716
teach	tʲ iː tʃ	3715
e	iː	3702
green	ɟ ɹ i n	3696
ground	ɡ ɹ aw n	3696
loves	l ɐ v z	3695
cash	cʰ æ ʃ	3694
forward	f ɒ ɹ ɚ d	3689
honest	ɑ ɲ ɪ s	3689
boyfriend	b ɔj f ɹ ɛ n	3684
park	pʰ ɑ ɹ k	3678
position	pʰ ə z ɪ ʃ ə n	3676
single	s ɪ ŋ ɡ ə ɫ	3676
respect	ɹ ɪ s p ɛ k t	3644
broken	b ɹ ow k ə n	3634
crime	k ɹ aj m	3633
wrote	ɹ ow ʔ	3629
public	pʰ ɐ bʲ ʎ ɪ k	3625
max	m æ k s	3620
mommy	m ɑː mʲ i	3617
congratulations	kʰ ə ɲ ɟ ɹ æ tʃ ʊ l ej ʃ ə n z	3616
grab	ɟ ɹ æ b	3614
art	ɑ ɹ t	3611
fighting	f aj ɾʲ ɪ n	3611
favor	f ej v ɚ	3609
upstairs	ɐ p s t ɛ ɹ z	3607
wall	w ɒ ɫ	3605
force	f ɒ ɹ s	3604
seconds	s ɛ k ə n d z	3603
jail	dʒ ej ɫ	3602
push	pʰ ʊ ʃ	3598
prove	p ɹ ʉː v	3590
normal	n ɒ ɹ m ə ɫ	3589
machine	m ə ʃ i n	3583
protect	p ɹ ə tʰ ɛ k t	3583
field	fʲ ɪ ɫ d	3580
r	ɑ ɹ	3579
spent	s p ɛ n t	3574
feels	fʲ iː ɫ z	3569
speaking	s pʲ iː c ɪ n	3565
named	ɲ ej m d	3564
jump	dʒ ɐ m p	3561
saved	s ej v d	3558
starting	s t ɑ ɹ tʲ ɪ ŋ	3558
nose	n ow z	3557
hide	h aj d	3554
church	tʃ ɝ tʃ	3553
sun	s ɐ n	3553
peace	pʰ iː s	3550
professor	p ɹ ə f ɛ s ɚ	3548
bobby	b ɑ bʲ i	3547
share	ʃ ɛ ɹ	3545
french	f ɹ ɛ n tʃ	3541
bullshit	b ʊ ɫ ʃ ɪ t	3537
moved	m ʉː v d	3536
picked	pʰ ɪ k t	3534
thousand	θ aw z ə n	3534
holding	h ow ɫ dʲ ɪ ŋ	3530
billy	bʲ ɪ ʎ i	3525
fear	fʲ ɪ ɹ	3523
using	j ʉː z ɪ n	3520
la	l ɑː	3518
tape	tʰ ej p	3511
tony	tʰ ow ɲ i	3503
suit	s ʉː t	3499
pictures	pʰ ɪ k tʃ ɪ z	3477
holy	h ow ʎ i	3475
putting	pʰ ʊ ɾʲ ɪ n	3467
involved	ɪ ɱ v ɑ ɫ v d	3465
gas	ɡ æ s	3457
books	b ʊ k s	3456
relationship	ɹ ɪ l ej ʃ n̩ ʃ ɪ p	3452
neither	ɲ iː d̪ ɚ	3451
nine	n aj n	3441
pop	pʰ ɑ p	3441
rules	ɹ ʉː ɫ z	3438
bother	b ɑ ð ɚ	3436
especially	ɪ s p ɛ ʃ ʎ i	3428
nervous	n ɝ v ə s	3425
whether	w ɛ ð ɚ	3424
dying	d aj ɪ ŋ	3416
stuck	s t ɐ k	3399
round	ɹ aw n d	3393
dirty	d ɝ tʲ i	3389
cat	cʰ æ ʔ	3383
breakfast	b ɹ ɛ k f ə s t	3381
idiot	ɪ dʲ i ə ʔ	3377
space	s p ej s	3369
lived	ʎ ɪ v d	3368
prison	p ɹ ɪ z ə n	3368
carry	cʰ ɛ ɹ i	3361
bastard	b æ s t ɚ d	3348
cry	k ɹ aj	3348
p	pʰ iː	3345
smoke	s m ow k	3337
arm	ɑ ɹ m	3336
film	fʲ ɪ ɫ m	3328
government	ɡ ɐ v ɚ n m ɛ n t	3327
tree	tʲ ɹ iː	3315
foot	f ʊ ʔ	3311
contact	kʰ ɑ n tʰ æ k t	3305
knock	n ɑ k	3299
agree	ə ɟ ɹ iː	3298
pardon	pʰ ɑ ɹ d ə n	3297
gift	ɟ ɪ f t	3290
gives	ɟ ɪ v z	3290
south	s aw θ	3288
dreams	dʲ ɹ iː m z	3285
hat	h æ ʔ	3273
board	b ɒ ɹ d	3272
sake	s ej k	3272
sweetheart	s w i t h ɑ ɹ t	3272
seriously	s ɪ ɹ i ə s ʎ i	3270
north	n ɒ ɹ θ	3258
department	d ə pʰ ɑ ɹ t m n̩	3256
patient	pʰ ej ʃ ə n t	3246
awful	ɒ f ə ɫ	3234
sad	s æ d	3232
wondering	w ɐ n d ə ɹ ɪ ŋ	3231
roll	ɹ ow ɫ	3227
beginning	bʲ ɪ ɟ ɪ ɲ ɪ ŋ	3219
grand	ɟ ɹ æ n	3214
usually	j ʉː ʒ ʊ ə ʎ i	3214
sergeant	s ɑ ɹ dʒ ə n t	3210
killer	cʰ ɪ l ɚ	3206
laugh	l æ f	3206
doubt	d aw ʔ	3205
listening	ʎ ɪ s ɲ ɪ ŋ	3205
upon	ə pʰ ɒ n	3199
double	d ɐ b ɫ̩	3198
twice	tʷ aj s	3191
whose	ç ʉː z	3187
outta	aw t ə	3185
plenty	p l ɛ n tʲ i	3178
guilty	ɟ ɪ ɫ tʲ i	3177
promised	p ɹ ɑ mʲ ɪ s t	3169
fired	f aj ɹ d	3159
race	ɹ ej s	3157
crap	c ɹ æ p	3151
chicken	tʃ ɪ c ɪ n	3148
bathroom	b æ θ ɹ ʉː m	3145
asshole	æ s h ow ɫ	3142
spot	s p ɑ t	3140
reading	ɹ iː dʲ ɪ ŋ	3133
orders	ɒ ɹ d ɚ z	3130
weekend	w iː k ɛ n	3118
detective	dʲ ɪ tʰ ɛ k tʲ ɪ v	3117
action	æ c ʃ ə n	3115
sheriff	ʃ ɛ ɹ ɪ f	3115
eating	i ɾʲ ɪ ŋ	3102
glass	ɟ ʎ æ s	3096
type	tʰ aj p	3093
guns	ɡ ɐ n z	3092
experience	ɪ k s pʲ ɪ ɹ i n̩ s	3088
west	w ɛ s t	3088
obviously	ɑ vʲ i ə s ʎ i	3082
wine	w aj n	3078
press	p ɹ ɛ s	3070
difficult	dʲ ɪ fʲ ɪ k ə ɫ t	3068
lots	l ɑ t s	3068
brown	b ɹ aw n	3066
nick	ɲ ɪ k	3062
rid	ɹ ɪ d	3052
sea	s iː	3052
arms	ɑ ɹ m z	3050
flight	f l aj t	3044
staying	s t ej ɪ n	3040
arrest	ə ɹ ɛ s t	3037
neck	n ɛ k	3035
grow	ɡ ɹ ow	3034
mention	m ɛ n ʃ ə n	3033
favorite	f ej v ɹ ɪ t	3032
wind	w ɪ n	3028
sleeping	s ʎ iː pʲ ɪ n	3027
notice	n ow tʲ ɪ s	3022
admit	ə d mʲ ɪ t	3019
extra	ɛ k s t ɹ ə	3017
within	w ɪ d̪ ɪ n	3017
low	l ow	3016
impossible	ɪ m pʰ ɑ s ə b ɫ	3015
gay	ɟ ej	3013
computer	kʰ ə m pʲ ʉː t ɚ	3011
angry	æ ɲ ɟ ɹ i	3008
bunch	b ɐ n tʃ	3003
blame	b l ej m	2998
pants	pʰ æ n t s	2996
visit	vʲ ɪ z ɪ t	2993
clock	k l ɑ k	2990
tea	tʲ iː	2990
fellow	f ɛ l ow	2987
kitchen	cʰ ɪ tʃ ə n	2974
lay	l ej	2970
hole	h ow ɫ	2969
guard	ɡ ɑ ɹ d	2968
learned	l ɝ n	2964
smile	s m aj ɫ	2958
feelings	fʲ iː ʎ ɪ ŋ z	2938
fit	fʲ ɪ ʔ	2937
pal	pʰ æ ɫ	2937
bear	b ɛ ɹ	2928
often	ɑː f t ə n	2925
wild	w aj ɫ d	2923
silly	s ɪ ʎ i	2912
camera	cʰ æ m ɹ ə	2907
begin	bʲ i ɟ ɪ n	2906
ow	aw	2903
reach	ɹ iː tʃ	2903
beach	bʲ i tʃ	2888
heaven	h ɛ v ə n	2887
lock	l ɑ k	2885
leg	l ej ɡ	2882
quickly	cʷ ɪ c ʎ i	2881
lights	l aj t s	2877
worst	w ɝ s t	2874
shooting	ʃ ʉː ɾʲ ɪ n	2871
played	p l ej d	2870
plans	p l æ n z	2867
bucks	b ɐ k s	2866
suddenly	s ɐ d ə n ʎ i	2854
writing	ɹ aj tʲ ɪ ŋ	2852
track	t ɹ æ k	2843
teacher	tʲ iː tʃ ɚ	2842
ridiculous	ɹ ɪ dʲ ɪ c ʊ l ə s	2836
legs	l ɛ ɡ z	2835
river	ɹ ɪ v ɚ	2829
dare	d ɛ ɹ	2826
burn	b ɝ n	2816
aunt	ɑ n	2815
raise	ɹ ej z	2815
n	ɛ n	2810
decision	dʲ ɪ s ɪ ʒ ə n	2808
surprised	s ɚ p ɹ aj z	2808
cross	k ɹ ɒ s	2807
cost	kʰ ɒ s t	2801
queen	cʷ iː n	2789
fresh	f ɹ ɛ ʃ	2780
innocent	ɪ n ə s ə n t	2780
emergency	ɪ m ɝ dʒ ə n s i	2776
dancing	d æ n s ɪ n	2774
medical	m ɛ dʲ ɪ k ə ɫ	2774
cell	s ɛ ɫ	2772
gotten	ɡ ɑ t n̩	2768
seemed	s iː m d	2767
bigger	bʲ ɪ ɡ ɚ	2765
states	s t ej t s	2759
closed	k l ow z	2758
names	ɲ ej m z	2746
walked	w ɑ k t	2737
bomb	b ɑ m	2736
hanging	h æ ɲ ɪ n	2735
note	n ow t	2731
shop	ʃ ɑ p	2731
sweetie	s w iː tʲ i	2731
nuts	n ɐ t s	2729
band	b æ n	2724
losing	ʎ ʉː z ɪ ŋ	2722
price	p ɹ aj s	2722
steal	s tʲ iː ɫ	2720
waste	w ej s t	2716
client	k l aj ə n t	2715
stole	s t ow ɫ	2711
code	kʰ ow d	2709
crying	k ɹ aj ɪ n	2709
pressure	p ɹ ɛ ʃ ɚ	2709
places	p l ej s ɪ z	2706
dogs	d ɒ ɡ z	2704
rose	ɹ ow z	2704
dick	dʲ ɪ k	2703
accept	ə k s ɛ p t	2692
further	f ɝ d̪ ɚ	2690
excellent	ɛ k s ə l ə n t	2688
magic	m æ dʒ ɪ k	2687
drinking	dʲ ɹ ɪ ɲ c ɪ ŋ	2685
keeps	cʰ iː p s	2681
corner	kʰ ɒ ɹ n ɚ	2679
consider	kʰ n̩ s ɪ d ɚ	2676
ourselves	ɑ ɹ s ɛ ɫ v z	2676
acting	æ k tʲ ɪ ŋ	2675
herself	ɚ s ɛ ɫ f	2675
locked	l ɑ k t	2670
laughing	l ɑː fʲ ɪ ŋ	2667
address	æ d ɹ ɛ s	2666
copy	kʰ ɑ pʲ i	2666
tells	tʰ ɛ ɫ z	2665
warm	w ɒ ɹ m	2659
sold	s ow ɫ d	2655
pregnant	p ɹ ɛ ɡ n ə n t	2653
hall	h ɑ ɫ	2649
treat	tʲ ɹ iː t	2646
everywhere	ɛ v ɹ i w ɛ ɹ	2641
van	v æ n	2641
papers	pʰ ej p ɚ z	2638
complete	kʰ ə m pʲ ʎ iː t	2636
cup	kʰ ɐ p	2634
level	l ɛ v ə ɫ	2633
ways	w ej z	2633
passed	pʰ æ s t	2631
witness	w ɪ t ɲ ɪ s	2621
eh	ɛ	2619
taste	tʰ ej s t	2617
hardly	h ɑ ɹ d ʎ i	2613
camp	cʰ æ m p	2612
keeping	cʰ iː pʲ ɪ ŋ	2608
keys	cʰ iː z	2601
beg	b ej ɡ	2600
yep	j ə p	2600
duty	dʲ ʉː tʲ i	2599
ms	mʲ ɪ z	2599
interest	ɪ n t ɹ ɛ s t	2598
tight	tʰ aj t	2597
bottle	b ɑ ɾ ɫ̩	2588
helping	h ɛ ɫ pʲ ɪ n	2588
support	s ə pʰ ɒ ɹ t	2587
f	ɛ f	2579
flying	f l aj ɪ ŋ	2579
decide	dʲ ɪ s aj d	2571
united	j ʉ n aj ɾʲ ɪ ɾ	2564
st	s ej n t	2562
turns	tʰ ɝ n z	2552
moon	m ʉː n	2548
bottom	b ɑ t ə m	2546
hoping	h ow pʲ ɪ ŋ	2544
conversation	kʰ ɑ m v ɚ s ej ʃ ə n	2543
hero	ç ɪ ɹ ow	2542
asleep	ə s ʎ iː p	2541
roger	ɹ ɑ dʒ ɚ	2540
final	f aj n ə ɫ	2533
continue	kʰ ə n tʲ ɪ ɲ ʉː	2527
east	iː s t	2527
match	m æ tʃ	2521
apologize	ə pʰ ɑ l ə dʒ aj z	2518
trial	t ɹ aj ə ɫ	2518
spirit	s pʲ ɪ ɹ ɪ t	2517
willing	w ɪ ʎ ɪ ŋ	2512
chair	tʃ ɛ ɹ	2511
u	j ʉː	2506
risk	ɹ ɪ s k	2501
study	s t ɐ dʲ i	2501
possibly	pʰ ɑ s ə bʲ ʎ i	2494
rain	ɹ ej n	2494
above	ə b ɐ v	2493
cousin	kʰ ɐ z ə n	2491
pulled	pʰ ʊ ɫ d	2488
cream	c ɹ iː m	2484
dropped	d ɹ ɑ p t	2482
excited	ɪ k s aj tʲ ɪ d	2479
memory	m ɛ m ə ɹ i	2477
breathe	b ɹ i ð	2474
enemy	ɛ n ə mʲ i	2474
huge	ç ʉː dʒ	2467
search	s ɝ tʃ	2467
drugs	dʒ ɐ ɡ z	2464
greatest	ɟ ɹ ej tʰ ɛ s t	2464
beauty	bʲ ʉː tʲ i	2460
lately	l ej t ʎ i	2459
rule	ɹ ʉː ɫ	2455
build	bʲ ɪ ɫ d	2452
choose	tʃ ʉː z	2451
cards	kʰ ɑ ɹ d z	2449
lee	ʎ iː	2449
advice	æ d v aj s	2447
immediately	ɪ mʲ iː dʲ i ə t ʎ i	2446
teeth	tʲ iː θ	2440
became	bʲ ɪ cʰ ej m	2435
victim	vʲ ɪ k tʲ ɪ m	2434
coach	kʰ ow tʃ	2429
flowers	f l aw ɹ z	2427
showed	ʃ ow d	2425
crew	k ɹ ʉː	2424
driver	d ɹ aj v ɚ	2416
apparently	ə pʰ ɛ ɹ ə n ʎ i	2415
heavy	h ɛ vʲ i	2412
trick	tʲ ɹ ɪ k	2411
empty	ɛ m p tʲ i	2409
comfortable	kʰ ɐ m f t ɚ b ɫ̩	2408
destroy	dʲ ɪ s t ɹ ɔj	2406
brothers	b ɹ ɐ ð ɚ z	2400
mission	mʲ ɪ ʃ n̩	2400
plus	p l ɐ s	2399
apart	pʰ ɑ ɹ t	2398
pool	pʰ ʉ ɫ	2396
dumb	d ɐ m	2395
dressed	d ɹ ɛ s t	2394
helped	h ɛ ɫ p t	2388
knife	n aj f	2387
checked	tʃ ɛ k t	2382
weapon	w ɛ p ə n	2379
restaurant	ɹ ɛ s t ə ɹ ɑ n	2373
shirt	ʃ ɝ ʔ	2365
faith	f ej θ	2363
gee	ɟ iː	2362
simply	s ɪ m pʲ ʎ i	2362
dig	dʲ ɪ ɡ	2357
size	s aj z	2353
stars	s t ɑ ɹ z	2353
movies	m ʉː vʲ i z	2346
necessary	n ɛ s ə s ɛ ɹ i	2345
themselves	ð ə m s ɛ ɫ v z	2343
blind	b l aj n d	2337
credit	c ɹ ɛ dʲ ɪ t	2337
center	s ɛ n ɚ	2335
starts	s t ɑ ɹ t s	2335
bridge	b ɹ ɪ dʒ	2331
practice	p ɹ æ k tʲ ɪ s	2330
closer	k l ow s ɚ	2329
discuss	dʲ ɪ s k ɐ s	2329
cars	kʰ ɑ ɹ z	2327
mister	mʲ ɪ s t ɚ	2326
grandma	ɟ ɹ æ n m ɑː	2325
cook	kʰ ʊ k	2324
stage	s t ej dʒ	2324
strike	s t ɹ aj k	2324
ticket	tʰ ɪ c ɪ t	2324
animal	æ ɲ ɪ m ə ɫ	2320
bird	b ɝ d	2318
leaves	ʎ iː v z	2316
sight	s aj	2311
following	f ɑ l ow ɪ ŋ	2310
somehow	s ɐ m h aw	2310
knowing	n ow ɪ n	2307
drug	dʒ ɐ ɡ	2306
career	kʰ ə ɹ ɪ ɹ	2305
nature	ɲ ej tʃ ɚ	2303
however	h aw ɛ v ɚ	2299
prince	p ɹ ɪ n s	2299
cake	cʰ ej k	2298
responsible	ɹ ɪ s p ɑ n s ə b ə ɫ	2298
famous	f ej m ə s	2296
nurse	n ɝ s	2294
correct	kʰ ə ɹ ɛ k t	2292
breath	b ɹ ɛ θ	2291
fucked	f ɐ k t	2291
games	ɟ ej m z	2287
allowed	ə l aw d	2286
sky	s k aj	2285
bringing	b ɹ ɪ ɲ ɪ n	2282
hearing	ç ɪ ɹ ɪ n	2281
singing	s ɪ ɲ ɪ ŋ	2281
account	ə kʰ aw n t	2280
common	kʰ ɑ m ə n	2275
due	dʲ ʉ	2275
afford	ə f ɒ ɹ d	2266
tie	tʰ aj	2266
bright	b ɹ aj t	2265
allow	ə l aw	2263
belong	bʲ ɪ l ɒ ŋ	2263
concerned	kʰ ə n s ɝ n d	2261
escape	ɪ s c ej p	2258
suspect	s ɐ s p ɛ k t	2254
written	ɹ ɪ ʔ ə n	2247
file	f aj ɫ	2246
skin	s c ɪ n	2246
madam	m æ ɾ ə m	2244
fill	fʲ ɪ ɫ	2241
operation	ɑ p ə ɹ ej ʃ ə n	2241
desk	d ɛ s k	2239
aye	ej	2236
taught	tʰ ɑ ʔ	2236
pack	pʰ æ k	2235
lied	l aj d	2234
faster	f æ s t ɚ	2233
deserve	dʲ ɪ z ɝ v	2230
ted	tʰ ɛ d	2228
danger	d ej n dʒ ɚ	2227
meat	mʲ iː t	2226
command	kʰ ə m æ n d	2225
stories	s t ɒː ɹ i z	2215
tickets	tʰ ɪ c ɪ t s	2211
hiding	h aj dʲ ɪ ŋ	2207
paying	pʰ ej ɪ n	2207
perfectly	pʰ ɝ fʲ ɪ k t ʎ i	2206
whoever	ç ʉ ɛ v ɚ	2203
beyond	bʲ i j ɑ n d	2200
student	s tʲ ʉː d n̩	2195
dry	d ɹ aj	2184
jury	dʒ ʊ ɹ i	2181
form	f ɒ ɹ m	2180
main	m ej n	2179
heads	h ɛ d z	2177
program	p ɹ ow ɟ ɹ æ m	2174
papa	pʰ ɑː p ə	2172
martin	m ɑ ɹ ɾʲ ɪ n	2170
g	dʒ iː	2169
milk	mʲ ɪ ɫ k	2169
held	h ɛ ɫ d	2165
horrible	h ɒ ɹ ɪ b ə ɫ	2164
kinda	cʰ aj n ə	2163
feed	fʲ iː d	2162
natural	ɲ æ tʃ ɹ ə ɫ	2160
grace	ɟ ɹ ej s	2157
battle	b æ t ə ɫ	2155
breaking	b ɹ ej c ɪ ŋ	2155
phoebe	fʲ i bʲ i	2150
ugly	ɐ ɟ ʎ i	2150
coat	kʰ ow ʔ	2146
although	ɒ ɫ d̪ ow	2143
settle	s ɛ t ə ɫ	2143
opinion	ə pʲ ɪ ɲ n̩	2142
ho	h ow	2141
terrific	tʰ ə ɹ ɪ fʲ ɪ k	2138
according	ə kʰ ɒ ɹ dʲ ɪ ŋ	2135
gentleman	dʒ ɛ n t ə ɫ m ə n	2135
older	ow ɫ d ɚ	2135
loose	ʎ ʉː s	2131
noticed	n ow tʲ ɪ s t	2131
local	l ow k ə ɫ	2128
lonely	l ow ɲ ʎ i	2125
shame	ʃ ej m	2120
otherwise	ɐ ð ɚ w aj z	2119
shows	ʃ ow z	2117
large	l ɑ ɹ dʒ	2114
devil	d ɛ v ə ɫ	2108
video	vʲ ɪ dʲ i ow	2105
speed	s pʲ iː d	2104
military	mʲ ɪ ʎ ɪ tʰ ɛ ɹ i	2103
built	bʲ ɪ ɫ t	2099
shower	ʃ aw ɚ	2097
oil	ɔj ɫ	2095
opportunity	ɑ p ɚ tʲ ʉː ɲ ɪ tʲ i	2091
chest	tʃ ɛ s t	2090
horses	h ɒ ɹ s ɪ z	2087
biggest	bʲ ɪ ɟ ɪ s	2085
threw	θ ɹ ʉː	2082
bite	b aj t	2080
aw	ɑː	2079
wash	w ɑ ʃ	2077
stone	s t ow n	2072
block	b l ɑ k	2067
records	ɹ ɛ k ɚ d z	2066
indeed	ɪ n dʲ iː d	2065
weapons	w ɛ p ə n z	2065
invited	ɪ n v aj tʲ ɪ d	2064
draw	d ɹ ɒː	2061
turning	tʰ ɝ ɲ ɪ ŋ	2061
attorney	ə tʰ ɝ ɲ i	2060
pretend	p ɹ ɪ tʰ ɛ n d	2056
health	h ɛ ɫ θ	2054
balls	b ɒː ɫ z	2048
heat	ç iː t	2044
manager	m æ ɲ ɪ dʒ ɚ	2038
guest	ɡ ɛ s t	2037
loud	l aw d	2031
fantastic	f æ n tʰ æ s tʲ ɪ k	2029
itself	ɪ t s ɛ ɫ f	2029
cares	cʰ ɛ ɹ z	2023
shake	ʃ ej k	2021
lab	l æ b	2020
numbers	n ɐ m b ɚ z	2020
princess	p ɹ ɪ n s ɛ s	2019
island	aj l ə n d	2018
easier	iː z i ɚ	2012
color	kʰ ɐ l ɚ	2011
earlier	ɝ ʎ i ɚ	2010
bell	b ɛ ɫ	2006
naked	ɲ ej c ɪ d	2002
suggest	s ə dʒ ɛ s t	2001
wet	w ɛ ʔ	2000
pig	pʰ ɪ ɡ	1996
letting	l ɛ ɾʲ ɪ ŋ	1995
nowhere	n ow w ɛ ɹ	1995
merry	m ɛ ɹ i	1994
animals	æ ɲ ɪ m ə ɫ z	1993
cheese	tʃ iː z	1991
ideas	aj dʲ i ə z	1987
downstairs	d aw n s t ɛ ɹ z	1985
soldier	s ow ɫ dʒ ɚ	1985
monster	m ɑː n s t ɚ	1982
several	s ɛ v ə ɹ ə ɫ	1978
planet	p l æ ɲ ɪ t	1975
dean	dʲ iː n	1974
fellas	f ɛ l ə z	1973
insane	ɪ n s ej n	1973
eggs	ɛ ɡ z	1971
spoke	s p ow k	1970
butt	b ɐ t	1967
murdered	m ɝ d ɚ d	1967
view	vʲ ʉː	1965
bloody	b l ɐ dʲ i	1962
lines	l aj n z	1960
opening	ow p ə ɲ ɪ ŋ	1960
insurance	ɪ n ʃ ʊ ɹ ə n s	1955
split	s pʲ ʎ ɪ t	1954
jealous	dʒ ɛ l ə s	1952
bullet	b ʊ ʎ ɪ t	1950
arrived	ə ɹ aj v d	1949
character	cʰ ɛ ɹ ə k t ɚ	1946
national	ɲ æ ʃ n̩ ɫ̩	1946
screaming	s c ɹ iː mʲ ɪ ŋ	1945
airport	ɛ ɹ pʰ ɒ ɹ t	1940
speech	s pʲ iː tʃ	1940
hook	h ʊ k	1938
condition	kʰ ə n dʲ ɪ ʃ ə n	1936
target	tʰ ɑ ɹ ɟ ɪ	1936
finding	f aj n dʲ ɪ ŋ	1935
serve	s ɝ v	1935
er	ɝ	1932
incredible	ɪ ɲ c ɹ ɛ dʲ ɪ b ə ɫ	1928
player	p l ej ɹ	1926
signal	s ɪ ɡ n ə ɫ	1926
sugar	ʃ ʊ ɡ ɚ	1926
total	tʰ ow t ə ɫ	1920
selling	s ɛ ʎ ɪ ŋ	1919
hill	ç ɪ ɫ	1915
football	f ʊ b ɑ ɫ	1914
page	pʰ ej dʒ	1912
screw	s k ɹ ʉː	1912
justice	dʒ ɐ s tʲ ɪ s	1910
letters	l ɛ t ɚ z	1910
hurts	h ɝ t s	1907
project	p ɹ ɑ dʒ ɛ k t	1907
rough	ɹ ɐ f	1907
crowd	k ɹ aw d	1906
meaning	mʲ iː ɲ ɪ n	1904
planning	p l æ ɲ ɪ ŋ	1902
pair	pʰ ɛ ɹ	1900
science	s aj ə n s	1900
sees	s iː z	1899
usual	j ʉː ʒ ɫ̩	1899
sooner	s ʉ n ɚ	1888
commander	kʰ ə m æ n d ɚ	1887
ordered	ɒ ɹ d ɚ d	1885
subject	s ɐ b dʒ ɛ t	1885
lies	l aj z	1883
remind	ɹ ɪ m aj n d	1883
strength	s t ɹ ɛ ŋ k θ	1883
mail	m ej ɫ	1879
paint	pʰ ej n t	1877
freak	f ɹ iː k	1874
bedroom	b ɛ d ɹ ʉ m	1872
neighborhood	ɲ ej b ɚ h ʊ d	1871
onto	ɑ n tʰ ʉ	1871
finger	fʲ ɪ ŋ ɡ ɚ	1870
personally	pʰ ɝ s ɲ ʎ i	1870
spell	s p ɛ ɫ	1869
ghost	ɡ ow s t	1866
majesty	m æ dʒ ə s tʲ i	1863
peg	pʰ ɛ ɡ	1857
smith	s mʲ ɪ θ	1856
doctors	d ɑ k t ɚ z	1855
fake	f ej k	1853
release	ɹ ɪ ʎ iː s	1851
weight	w ej t	1850
cheap	tʃ i p	1848
market	m ɑ ɹ c ɪ t	1848
pray	p ɹ ej	1847
expecting	ɪ k s p ɛ k tʲ ɪ ŋ	1846
unit	j ʉː ɲ ɪ t	1845
signed	s aj n d	1839
falling	f ɒ ʎ ɪ ŋ	1837
throat	θ ɹ ow t	1837
lake	l ej k	1836
nor	n ɒ ɹ	1835
director	dʲ ɪ ɹ ɛ k t ɚ	1834
realized	ɹ i ə l aj z	1834
agreed	ə ɟ ɹ iː d	1832
truly	tʃ ʉː ʎ i	1830
brilliant	b ɹ ɪ ʎ ə n t	1826
cab	cʰ æ b	1826
powers	pʰ aw ɹ z	1826
candy	cʰ æ n dʲ i	1825
junior	dʒ ʉ ɲ ɚ	1825
prepared	p ɹ ɪ pʰ ɛ ɹ d	1825
legal	ʎ i ɡ ə ɫ	1821
pocket	pʰ ɑ c ɪ t	1821
aware	ə w ɛ ɹ	1818
roof	ɹ ʉː f	1818
babe	b ej b	1814
radar	ɹ ej d ɑ ɹ	1811
slept	s l ɛ p t	1810
bud	b ɐ d	1808
